AccountID,UsageDate,UsageDate_Key
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-30T00:00:00.0000000Z,20220330
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-31T00:00:00.0000000Z,20220331
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-01T00:00:00.0000000Z,20220401
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-02T00:00:00.0000000Z,20220402
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-03T00:00:00.0000000Z,20220403
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-04T00:00:00.0000000Z,20220404
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-05T00:00:00.0000000Z,20220405
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-06T00:00:00.0000000Z,20220406
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-07T00:00:00.0000000Z,20220407
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-08T00:00:00.0000000Z,20220408
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-09T00:00:00.0000000Z,20220409
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-10T00:00:00.0000000Z,20220410
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-11T00:00:00.0000000Z,20220411
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-12T00:00:00.0000000Z,20220412
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-13T00:00:00.0000000Z,20220413
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-14T00:00:00.0000000Z,20220414
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-15T00:00:00.0000000Z,20220415
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-16T00:00:00.0000000Z,20220416
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-17T00:00:00.0000000Z,20220417
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-18T00:00:00.0000000Z,20220418
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-19T00:00:00.0000000Z,20220419
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-20T00:00:00.0000000Z,20220420
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-21T00:00:00.0000000Z,20220421
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-22T00:00:00.0000000Z,20220422
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-23T00:00:00.0000000Z,20220423
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-24T00:00:00.0000000Z,20220424
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-25T00:00:00.0000000Z,20220425
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-26T00:00:00.0000000Z,20220426
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-27T00:00:00.0000000Z,20220427
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-28T00:00:00.0000000Z,20220428
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-29T00:00:00.0000000Z,20220429
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-04-30T00:00:00.0000000Z,20220430
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-20T00:00:00.0000000Z,20220220
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-21T00:00:00.0000000Z,20220221
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-22T00:00:00.0000000Z,20220222
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-23T00:00:00.0000000Z,20220223
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-24T00:00:00.0000000Z,20220224
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-25T00:00:00.0000000Z,20220225
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-26T00:00:00.0000000Z,20220226
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-27T00:00:00.0000000Z,20220227
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-02-28T00:00:00.0000000Z,20220228
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-01T00:00:00.0000000Z,20220301
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-02T00:00:00.0000000Z,20220302
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-03T00:00:00.0000000Z,20220303
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-04T00:00:00.0000000Z,20220304
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-05T00:00:00.0000000Z,20220305
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-06T00:00:00.0000000Z,20220306
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-07T00:00:00.0000000Z,20220307
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-08T00:00:00.0000000Z,20220308
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-09T00:00:00.0000000Z,20220309
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-10T00:00:00.0000000Z,20220310
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-11T00:00:00.0000000Z,20220311
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-12T00:00:00.0000000Z,20220312
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-13T00:00:00.0000000Z,20220313
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-14T00:00:00.0000000Z,20220314
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-15T00:00:00.0000000Z,20220315
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-16T00:00:00.0000000Z,20220316
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-17T00:00:00.0000000Z,20220317
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-18T00:00:00.0000000Z,20220318
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-19T00:00:00.0000000Z,20220319
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-20T00:00:00.0000000Z,20220320
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-21T00:00:00.0000000Z,20220321
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-22T00:00:00.0000000Z,20220322
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-23T00:00:00.0000000Z,20220323
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-24T00:00:00.0000000Z,20220324
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-25T00:00:00.0000000Z,20220325
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-26T00:00:00.0000000Z,20220326
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-27T00:00:00.0000000Z,20220327
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-28T00:00:00.0000000Z,20220328
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-29T00:00:00.0000000Z,20220329
993753fe-849b-4054-b7b5-8fe3aac61ea3,2022-03-30T00:00:00.0000000Z,20220330
8433cbfd-a4c2-4006-8ae4-910b4d2da11d,2022-02-09T00:00:00.0000000Z,20220209
8433cbfd-a4c2-4006-8ae4-910b4d2da11d,2022-02-10T00:00:00.0000000Z,20220210
