AccountID,AccountCreatedDay,AccountCreatedDay_Key,AccountCreatedWeek,AccountCreatedWeek_Key
365a9d4a-4db1-4a1e-b677-d151100c1090,2022-02-23T00:00:00.0000000Z,20220223,2022-02-20T00:00:00.0000000Z,20220220
1b549f23-e3df-4d05-9779-e3b8a65d53d1,2022-02-10T00:00:00.0000000Z,20220210,2022-02-06T00:00:00.0000000Z,20220206
fe609465-9497-4e67-bcfd-6e069baf64fd,2022-02-14T00:00:00.0000000Z,20220214,2022-02-13T00:00:00.0000000Z,20220213
fcd5ce7c-0900-4f7c-9f67-08de38543c26,2022-02-24T00:00:00.0000000Z,20220224,2022-02-20T00:00:00.0000000Z,20220220
5a13ba6d-9a39-4cc2-a5dd-66f81109f4c6,2022-02-18T00:00:00.0000000Z,20220218,2022-02-13T00:00:00.0000000Z,20220213
866276b2-71c6-4b7d-bc18-7188d7a4c5e5,2022-02-24T00:00:00.0000000Z,20220224,2022-02-20T00:00:00.0000000Z,20220220
3ba53d80-6a2a-4117-a319-2c5e22377136,2022-02-21T00:00:00.0000000Z,20220221,2022-02-20T00:00:00.0000000Z,20220220
2f96432e-385b-4f23-a401-6587765d184f,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
23fb4277-4301-40b4-a9a4-f296586b83bb,2022-02-24T00:00:00.0000000Z,20220224,2022-02-20T00:00:00.0000000Z,20220220
61b30d0d-12b6-4632-a6b8-f11b1d8ae98b,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-02-24T00:00:00.0000000Z,20220224,2022-02-20T00:00:00.0000000Z,20220220
5e4b8cae-f61e-40e8-bc5a-4744101515d8,2022-02-24T00:00:00.0000000Z,20220224,2022-02-20T00:00:00.0000000Z,20220220
1f9becc5-de55-4c89-abf0-61677fd78d03,2022-02-04T00:00:00.0000000Z,20220204,2022-01-30T00:00:00.0000000Z,20220130
538540e7-62ba-40b5-acc7-64386c006ac6,2022-02-25T00:00:00.0000000Z,20220225,2022-02-20T00:00:00.0000000Z,20220220
6747aed2-3d8b-442d-9f75-66377d0d1aaf,2022-02-01T00:00:00.0000000Z,20220201,2022-01-30T00:00:00.0000000Z,20220130
6b75212f-ad24-4a36-b39c-ee71132893af,2022-02-23T00:00:00.0000000Z,20220223,2022-02-20T00:00:00.0000000Z,20220220
837d4565-4da2-40e2-a1da-cf3dc891c68c,2022-02-04T00:00:00.0000000Z,20220204,2022-01-30T00:00:00.0000000Z,20220130
0f472148-09ba-4a7a-9fd1-f1d851b39270,2022-02-17T00:00:00.0000000Z,20220217,2022-02-13T00:00:00.0000000Z,20220213
615c7ceb-768a-4b64-9005-72df7fe07e15,2022-02-17T00:00:00.0000000Z,20220217,2022-02-13T00:00:00.0000000Z,20220213
088faff1-9b18-44ab-9028-ea3f404c3093,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
5a8f96c5-d9cf-4818-afa6-dbc6bf01ce0e,2022-02-15T00:00:00.0000000Z,20220215,2022-02-13T00:00:00.0000000Z,20220213
31ce6398-90a2-4c26-9ff4-6d29c4ae8b67,2022-02-25T00:00:00.0000000Z,20220225,2022-02-20T00:00:00.0000000Z,20220220
51b5d603-5a79-4358-8c3a-fc6d9fcff715,2022-02-21T00:00:00.0000000Z,20220221,2022-02-20T00:00:00.0000000Z,20220220
91413e59-da01-48a5-8cc9-f25c0590bd49,2022-02-14T00:00:00.0000000Z,20220214,2022-02-13T00:00:00.0000000Z,20220213
27773782-3531-4a19-a924-e2e79e408381,2022-02-13T00:00:00.0000000Z,20220213,2022-02-13T00:00:00.0000000Z,20220213
009a6f83-0b0f-4baf-b15c-6ea7e2bfe771,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
eedcb854-b699-41dc-8f59-6eb5f75d5abb,2022-02-25T00:00:00.0000000Z,20220225,2022-02-20T00:00:00.0000000Z,20220220
3b152741-8a22-4707-91ad-924c4c828423,2022-02-16T00:00:00.0000000Z,20220216,2022-02-13T00:00:00.0000000Z,20220213
18e7b855-f9ca-484f-ab3b-2eb111d25995,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
1179e4bd-1e23-4091-b47f-c93b15ba7c45,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
9b35b42f-672b-414a-a004-a4377d7a7ba4,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
b7508e25-367e-47ec-82b6-23bc6310de72,2022-02-08T00:00:00.0000000Z,20220208,2022-02-06T00:00:00.0000000Z,20220206
14245b80-3fa9-4fa9-9411-379e698a40f1,2022-02-16T00:00:00.0000000Z,20220216,2022-02-13T00:00:00.0000000Z,20220213
8d807c7c-d1d2-41c1-8098-7772832bfb3e,2022-02-16T00:00:00.0000000Z,20220216,2022-02-13T00:00:00.0000000Z,20220213
65be8a7e-430f-485d-bb3e-a2b34ea8f19a,2022-02-10T00:00:00.0000000Z,20220210,2022-02-06T00:00:00.0000000Z,20220206
cf814952-c483-469d-9c7e-da4accfcf250,2022-02-16T00:00:00.0000000Z,20220216,2022-02-13T00:00:00.0000000Z,20220213
c59b6ce7-c21f-4d13-9fd9-e9a3cb788473,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
9acbb516-d857-4de4-8e97-15076b4728ea,2022-02-14T00:00:00.0000000Z,20220214,2022-02-13T00:00:00.0000000Z,20220213
14f54a27-a2d3-4695-bd1b-ec87a5a4fadb,2022-02-18T00:00:00.0000000Z,20220218,2022-02-13T00:00:00.0000000Z,20220213
bd2e2d90-b14d-4304-b445-c7917316fcd6,2022-02-20T00:00:00.0000000Z,20220220,2022-02-20T00:00:00.0000000Z,20220220
d9d9ab1a-93c1-4dc9-b5a9-70c5fb6ba2b1,2022-02-20T00:00:00.0000000Z,20220220,2022-02-20T00:00:00.0000000Z,20220220
4a96e975-13eb-439d-a21f-0b17ace94307,2022-02-20T00:00:00.0000000Z,20220220,2022-02-20T00:00:00.0000000Z,20220220
d946c708-9e9d-4dbb-9f01-7aec3ad3ebc3,2022-02-20T00:00:00.0000000Z,20220220,2022-02-20T00:00:00.0000000Z,20220220
712dd258-7460-47dc-985d-5e3d7ee6ae1e,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
50153090-0b18-46aa-a215-576ba830b3d7,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
d67b9b56-8da2-45d4-87b6-1c9116bb0c93,2022-02-20T00:00:00.0000000Z,20220220,2022-02-20T00:00:00.0000000Z,20220220
32095386-7bad-4ba2-b2ae-06066b33d5fb,2022-02-20T00:00:00.0000000Z,20220220,2022-02-20T00:00:00.0000000Z,20220220
b75333c4-cb9b-4d3f-a6dc-5fbb0f71304d,2022-02-07T00:00:00.0000000Z,20220207,2022-02-06T00:00:00.0000000Z,20220206
c000eef7-3c26-40ea-8bdb-ad22df26433d,2022-02-12T00:00:00.0000000Z,20220212,2022-02-06T00:00:00.0000000Z,20220206
9ba940ee-ecf1-4069-8bed-f91edc1e4011,2022-02-25T00:00:00.0000000Z,20220225,2022-02-20T00:00:00.0000000Z,20220220
08040385-c04b-4102-a8e5-2c6dd1823842,2022-02-11T00:00:00.0000000Z,20220211,2022-02-06T00:00:00.0000000Z,20220206
00db90cd-b58e-4693-8d28-2dab619717cc,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
8f81d61a-7fb6-47e3-9e40-8fd14f438ba4,2022-02-08T00:00:00.0000000Z,20220208,2022-02-06T00:00:00.0000000Z,20220206
1d19794a-94c3-4a64-b90e-b4c7bb34e334,2022-02-20T00:00:00.0000000Z,20220220,2022-02-20T00:00:00.0000000Z,20220220
ea253e8d-f837-4625-affd-18f2e296931a,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
5b5f355f-31a5-4dcb-9c6b-0a2d0306133f,2022-02-14T00:00:00.0000000Z,20220214,2022-02-13T00:00:00.0000000Z,20220213
21f99d0a-f6be-410f-b412-15461f6becb2,2022-02-07T00:00:00.0000000Z,20220207,2022-02-06T00:00:00.0000000Z,20220206
a3b70c08-9faa-4ac2-b8a7-266b9dc0b393,2022-02-01T00:00:00.0000000Z,20220201,2022-01-30T00:00:00.0000000Z,20220130
5f07aeb3-da82-46cf-bdaf-1b8e17f447bb,2022-02-25T00:00:00.0000000Z,20220225,2022-02-20T00:00:00.0000000Z,20220220
24b3ea79-e49d-47e4-a307-c6274fcd27a8,2022-02-18T00:00:00.0000000Z,20220218,2022-02-13T00:00:00.0000000Z,20220213
88a4bddc-124c-4978-a568-1acf1713d561,2022-02-24T00:00:00.0000000Z,20220224,2022-02-20T00:00:00.0000000Z,20220220
a59598fc-c377-4e67-8815-b963956e4e97,2022-02-18T00:00:00.0000000Z,20220218,2022-02-13T00:00:00.0000000Z,20220213
bca034d7-0574-4887-ae7b-e1ada5721b63,2022-02-07T00:00:00.0000000Z,20220207,2022-02-06T00:00:00.0000000Z,20220206
7319919d-d4a5-4665-801d-1ccabc73e11d,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
a41ecf71-66d3-46bb-88e9-a74b1e63817b,2022-02-18T00:00:00.0000000Z,20220218,2022-02-13T00:00:00.0000000Z,20220213
a272ce7e-f0ae-4219-95e9-2b042550f9e0,2022-02-20T00:00:00.0000000Z,20220220,2022-02-20T00:00:00.0000000Z,20220220
0c364871-3524-48ae-bd67-8678238abf51,2022-02-21T00:00:00.0000000Z,20220221,2022-02-20T00:00:00.0000000Z,20220220
467a3036-fbc7-4a87-9266-9ddf6ff3869a,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
3166d0be-07e0-4708-a557-6621a519b529,2022-02-25T00:00:00.0000000Z,20220225,2022-02-20T00:00:00.0000000Z,20220220
24fe49cb-c46a-4cd2-8d8e-2f7373e75f9a,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
1a0cf431-6be4-4513-b6fc-f6aa0538f65b,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
07568147-f4e3-46a2-a255-5cffa1a682eb,2022-02-21T00:00:00.0000000Z,20220221,2022-02-20T00:00:00.0000000Z,20220220
422fcdaf-3e68-423b-b62a-68a4e073a703,2022-02-21T00:00:00.0000000Z,20220221,2022-02-20T00:00:00.0000000Z,20220220
0f1f6639-0da3-4787-b04c-89fbb38b82b2,2022-02-21T00:00:00.0000000Z,20220221,2022-02-20T00:00:00.0000000Z,20220220
8c4c8958-fa6a-4689-8e45-cd402195ea22,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
8e74cfe5-1112-43e7-a2b0-75e2bd7c613b,2022-02-19T00:00:00.0000000Z,20220219,2022-02-13T00:00:00.0000000Z,20220213
52c05a5c-51a0-4e76-a016-2552180a4b3b,2022-02-19T00:00:00.0000000Z,20220219,2022-02-13T00:00:00.0000000Z,20220213
9ad3f375-af5e-4580-8e03-209d0dd05082,2022-02-13T00:00:00.0000000Z,20220213,2022-02-13T00:00:00.0000000Z,20220213
179ab024-8bfa-4f99-965d-c9787a470878,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
fff222de-fc58-4847-8522-7ebc247e12a1,2022-02-22T00:00:00.0000000Z,20220222,2022-02-20T00:00:00.0000000Z,20220220
41b26e54-82b1-4115-8255-f19140556c1d,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
22969bf5-4a40-4768-8114-7cbb38fd6ead,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
b6c79803-5093-4259-876f-dffa8982fafb,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
3715892c-501e-4cc4-ae0c-defd4c147519,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
de859b24-15f5-4cc3-b4a2-65caad127952,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
8ca271e3-4753-4203-a5ae-b1e91eb559ff,2022-02-09T00:00:00.0000000Z,20220209,2022-02-06T00:00:00.0000000Z,20220206
ea71c22f-6391-4287-9f83-8366d57d0356,2022-02-01T00:00:00.0000000Z,20220201,2022-01-30T00:00:00.0000000Z,20220130
d03a3f9b-b991-4169-ad00-e2681e8d5635,2022-02-19T00:00:00.0000000Z,20220219,2022-02-13T00:00:00.0000000Z,20220213
09b2c0e1-1065-41ef-9bdb-9d5d3d20f07e,2022-02-22T00:00:00.0000000Z,20220222,2022-02-20T00:00:00.0000000Z,20220220
6b0dc08b-d5e2-45dd-b09c-0e794bbdce68,2022-02-01T00:00:00.0000000Z,20220201,2022-01-30T00:00:00.0000000Z,20220130
f694807a-1e51-496d-a958-6c07179cd799,2022-02-13T00:00:00.0000000Z,20220213,2022-02-13T00:00:00.0000000Z,20220213
167e7a87-6feb-408d-991f-5f42b211e5fc,2022-02-14T00:00:00.0000000Z,20220214,2022-02-13T00:00:00.0000000Z,20220213
b6b6d35c-ef78-47ca-998a-a2a4d8f1a09c,2022-02-10T00:00:00.0000000Z,20220210,2022-02-06T00:00:00.0000000Z,20220206
22f532b3-ad6a-4fda-9c8f-a6eacd9fdc87,2022-02-23T00:00:00.0000000Z,20220223,2022-02-20T00:00:00.0000000Z,20220220
d0820010-60ec-4a1c-a1ce-fde06ea5bc56,2022-02-15T00:00:00.0000000Z,20220215,2022-02-13T00:00:00.0000000Z,20220213
ae09f565-a1e4-4e0f-87a4-91302d79d54e,2022-02-23T00:00:00.0000000Z,20220223,2022-02-20T00:00:00.0000000Z,20220220
5beb3b31-e5f1-44ff-8abc-99495ce906ef,2022-02-23T00:00:00.0000000Z,20220223,2022-02-20T00:00:00.0000000Z,20220220
29e08188-3ee5-4647-84cc-1bdaf772a4c5,2022-02-23T00:00:00.0000000Z,20220223,2022-02-20T00:00:00.0000000Z,20220220
47c8f2ac-1187-43e8-b14a-db556e27e74f,2022-02-01T00:00:00.0000000Z,20220201,2022-01-30T00:00:00.0000000Z,20220130
bf969ccb-c849-498d-a467-266419ec3e3b,2022-02-23T00:00:00.0000000Z,20220223,2022-02-20T00:00:00.0000000Z,20220220
5c635ccd-b2f9-4bb0-afc2-54623a05fb85,2022-02-15T00:00:00.0000000Z,20220215,2022-02-13T00:00:00.0000000Z,20220213
1a307956-c60b-49e5-a12d-900e725eaf97,2022-02-11T00:00:00.0000000Z,20220211,2022-02-06T00:00:00.0000000Z,20220206
da64d309-016b-48ee-8c8d-d71cde688aae,2022-02-26T00:00:00.0000000Z,20220226,2022-02-20T00:00:00.0000000Z,20220220
92535b78-29d7-43d3-900f-5d6a82a7db3d,2022-02-07T00:00:00.0000000Z,20220207,2022-02-06T00:00:00.0000000Z,20220206
4ce09c63-4a9d-41cb-86e1-f6dfa2145800,2022-02-26T00:00:00.0000000Z,20220226,2022-02-20T00:00:00.0000000Z,20220220
f7a3ad3d-c93c-48c7-b8ed-e5cdad19f355,2022-02-26T00:00:00.0000000Z,20220226,2022-02-20T00:00:00.0000000Z,20220220
2ae45692-66bd-413d-9a6b-dc38c2ac1743,2022-02-07T00:00:00.0000000Z,20220207,2022-02-06T00:00:00.0000000Z,20220206
d822975d-5093-4664-86ab-294e1b904255,2022-02-13T00:00:00.0000000Z,20220213,2022-02-13T00:00:00.0000000Z,20220213
ec633746-83b1-4531-8eb0-574a1d42b772,2022-02-27T00:00:00.0000000Z,20220227,2022-02-27T00:00:00.0000000Z,20220227
6359d66a-8b54-4c56-bc1f-947af1fb8fa9,2022-02-07T00:00:00.0000000Z,20220207,2022-02-06T00:00:00.0000000Z,20220206
8633ae9b-681a-4512-bd0b-76aeb04f36a5,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
0ea674da-28ac-4405-b306-8e3a97376fb8,2022-02-07T00:00:00.0000000Z,20220207,2022-02-06T00:00:00.0000000Z,20220206
5e79d826-8d65-412a-89d1-2db309177c6b,2022-02-15T00:00:00.0000000Z,20220215,2022-02-13T00:00:00.0000000Z,20220213
220087d5-68a0-4a53-8632-b34a53359221,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
601ec0a6-7d36-4201-932c-04fd73a251bf,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
37e62fda-7097-499c-b47b-8fcdf73a8cb0,2022-02-16T00:00:00.0000000Z,20220216,2022-02-13T00:00:00.0000000Z,20220213
5b339cfb-3dd1-48ff-a45a-bba3e4a543d4,2022-02-15T00:00:00.0000000Z,20220215,2022-02-13T00:00:00.0000000Z,20220213
23d9daf3-6242-4d43-9384-75e0bfd44814,2022-02-01T00:00:00.0000000Z,20220201,2022-01-30T00:00:00.0000000Z,20220130
a33a8281-f53d-4b88-99f7-6ad1baa14124,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
f4e354c7-1352-4a51-b517-93843483cdad,2022-02-08T00:00:00.0000000Z,20220208,2022-02-06T00:00:00.0000000Z,20220206
ca106287-917d-4315-be5b-7436f939c1ee,2022-02-04T00:00:00.0000000Z,20220204,2022-01-30T00:00:00.0000000Z,20220130
2dd3d002-3f11-435a-929f-bf4bbf1ca258,2022-02-18T00:00:00.0000000Z,20220218,2022-02-13T00:00:00.0000000Z,20220213
3a768ef3-4898-443a-92e9-a9f41fec84f8,2022-02-17T00:00:00.0000000Z,20220217,2022-02-13T00:00:00.0000000Z,20220213
7af0b136-fcd3-49d5-917e-f3f075ddbc4d,2022-02-02T00:00:00.0000000Z,20220202,2022-01-30T00:00:00.0000000Z,20220130
d624e494-b2d5-4c7f-81b7-40462be4e969,2022-02-10T00:00:00.0000000Z,20220210,2022-02-06T00:00:00.0000000Z,20220206
2a740d1a-7d35-42a4-8915-6519d7def295,2022-02-24T00:00:00.0000000Z,20220224,2022-02-20T00:00:00.0000000Z,20220220
1bb1b5fc-ae6a-4a68-8f69-4b8b18d59770,2022-02-10T00:00:00.0000000Z,20220210,2022-02-06T00:00:00.0000000Z,20220206
6b1a9aa6-f4c5-4604-9e37-18938eaab18e,2022-02-04T00:00:00.0000000Z,20220204,2022-01-30T00:00:00.0000000Z,20220130
9532500d-e733-415e-9c04-49ef81f0a026,2022-02-06T00:00:00.0000000Z,20220206,2022-02-06T00:00:00.0000000Z,20220206
967e09e4-bf4c-4170-a40a-3ac5512998d1,2022-02-03T00:00:00.0000000Z,20220203,2022-01-30T00:00:00.0000000Z,20220130
0d2bd9dc-d8d6-4c14-a77f-7c41e9682f3d,2022-02-17T00:00:00.0000000Z,20220217,2022-02-13T00:00:00.0000000Z,20220213
4c4b55a1-00f5-46b1-a0fd-c3c4fa336fad,2022-02-17T00:00:00.0000000Z,20220217,2022-02-13T00:00:00.0000000Z,20220213
a5e32b60-eadf-4dc0-9b32-568485e1f637,2022-02-17T00:00:00.0000000Z,20220217,2022-02-13T00:00:00.0000000Z,20220213
f1687f51-c6cc-4a13-b94b-50c9d350eb6a,2022-02-07T00:00:00.0000000Z,20220207,2022-02-06T00:00:00.0000000Z,20220206
7be73a49-b0c3-43b7-94b7-131ead0cfa4f,2022-02-14T00:00:00.0000000Z,20220214,2022-02-13T00:00:00.0000000Z,20220213
91715697-29be-4b41-84f1-9c2622691420,2022-02-21T00:00:00.0000000Z,20220221,2022-02-20T00:00:00.0000000Z,20220220
0091a19d-19f0-4053-9983-a321b1c1e0f5,2022-02-12T00:00:00.0000000Z,20220212,2022-02-06T00:00:00.0000000Z,20220206
